metro_nonmetro,year,county_name,state_abbr,geoId,value
Metropolitan,2022,"Anchorage Municipality",AK,us-ak-020,"Part of county is shortage area"
Metropolitan,2022,"Fairbanks North Star Borough",AK,us-ak-090,"Whole county is shortage area"
Metropolitan,2022,"Matanuska-Susitna Borough",AK,us-ak-170,"Whole county is shortage area"
Metropolitan,2022,"Autauga County",AL,us-al-001,"Part of county is shortage area"
Metropolitan,2022,"Baldwin County",AL,us-al-003,"Part of county is shortage area"
Metropolitan,2022,"Bibb County",AL,us-al-007,"Whole county is shortage area"
Metropolitan,2022,"Blount County",AL,us-al-009,"Whole county is shortage area"
Metropolitan,2022,"Calhoun County",AL,us-al-015,"Part of county is shortage area"
Metropolitan,2022,"Chilton County",AL,us-al-021,"Whole county is shortage area"
Metropolitan,2022,"Colbert County",AL,us-al-033,"Part of county is shortage area"
Metropolitan,2022,"Elmore County",AL,us-al-051,"Part of county is shortage area"
Metropolitan,2022,"Etowah County",AL,us-al-055,"Whole county is shortage area"
Metropolitan,2022,"Geneva County",AL,us-al-061,"Whole county is shortage area"
Metropolitan,2022,"Greene County",AL,us-al-063,"Whole county is shortage area"
Metropolitan,2022,"Hale County",AL,us-al-065,"Whole county is shortage area"
Metropolitan,2022,"Henry County",AL,us-al-067,"Whole county is shortage area"
Metropolitan,2022,"Houston County",AL,us-al-069,"Part of county is shortage area"
Metropolitan,2022,"Jefferson County",AL,us-al-073,"Part of county is shortage area"
Metropolitan,2022,"Lauderdale County",AL,us-al-077,"Part of county is shortage area"
Metropolitan,2022,"Lawrence County",AL,us-al-079,"Whole county is shortage area"
Metropolitan,2022,"Lee County",AL,us-al-081,"Whole county is shortage area"
Metropolitan,2022,"Limestone County",AL,us-al-083,"Part of county is shortage area"
Metropolitan,2022,"Lowndes County",AL,us-al-085,"Part of county is shortage area"
Metropolitan,2022,"Madison County",AL,us-al-089,"Whole county is shortage area"
Metropolitan,2022,"Mobile County",AL,us-al-097,"Part of county is shortage area"
Metropolitan,2022,"Montgomery County",AL,us-al-101,"Part of county is shortage area"
Metropolitan,2022,"Morgan County",AL,us-al-103,"Whole county is shortage area"
Metropolitan,2022,"Pickens County",AL,us-al-107,"Whole county is shortage area"
Metropolitan,2022,"Russell County",AL,us-al-113,"Part of county is shortage area"
Metropolitan,2022,"Shelby County",AL,us-al-117,"Whole county is shortage area"
Metropolitan,2022,"St. Clair County",AL,us-al-115,"Whole county is shortage area"
Metropolitan,2022,"Tuscaloosa County",AL,us-al-125,"Part of county is shortage area"
Metropolitan,2022,"Washington County",AL,us-al-129,"Whole county is shortage area"
Metropolitan,2022,"Benton County",AR,us-ar-007,"Part of county is shortage area"
Metropolitan,2022,"Cleveland County",AR,us-ar-025,"Whole county is shortage area"
Metropolitan,2022,"Craighead County",AR,us-ar-031,"Part of county is shortage area"
Metropolitan,2022,"Crawford County",AR,us-ar-033,"Whole county is shortage area"
Metropolitan,2022,"Crittenden County",AR,us-ar-035,"Part of county is shortage area"
Metropolitan,2022,"Faulkner County",AR,us-ar-045,"Part of county is shortage area"
Metropolitan,2022,"Franklin County",AR,us-ar-047,"Whole county is shortage area"
Metropolitan,2022,"Garland County",AR,us-ar-051,"None of county is shortage area"
Metropolitan,2022,"Grant County",AR,us-ar-053,"Whole county is shortage area"
Metropolitan,2022,"Jefferson County",AR,us-ar-069,"Part of county is shortage area"
Metropolitan,2022,"Lincoln County",AR,us-ar-079,"Whole county is shortage area"
Metropolitan,2022,"Little River County",AR,us-ar-081,"Whole county is shortage area"
Metropolitan,2022,"Lonoke County",AR,us-ar-085,"Whole county is shortage area"
Metropolitan,2022,"Madison County",AR,us-ar-087,"Whole county is shortage area"
Metropolitan,2022,"Miller County",AR,us-ar-091,"None of county is shortage area"
Metropolitan,2022,"Perry County",AR,us-ar-105,"Whole county is shortage area"
Metropolitan,2022,"Poinsett County",AR,us-ar-111,"Part of county is shortage area"
Metropolitan,2022,"Pulaski County",AR,us-ar-119,"Whole county is shortage area"
Metropolitan,2022,"Saline County",AR,us-ar-125,"Part of county is shortage area"
Metropolitan,2022,"Sebastian County",AR,us-ar-131,"Part of county is shortage area"
Metropolitan,2022,"Washington County",AR,us-ar-143,"Whole county is shortage area"
Metropolitan,2022,"Cochise County",AZ,us-az-003,"Part of county is shortage area"
Metropolitan,2022,"Coconino County",AZ,us-az-005,"Part of county is shortage area"
Metropolitan,2022,"Maricopa County",AZ,us-az-013,"Part of county is shortage area"
Metropolitan,2022,"Mohave County",AZ,us-az-015,"Part of county is shortage area"
Metropolitan,2022,"Pima County",AZ,us-az-019,"Part of county is shortage area"
Metropolitan,2022,"Pinal County",AZ,us-az-021,"Part of county is shortage area"
Metropolitan,2022,"Yavapai County",AZ,us-az-025,"Part of county is shortage area"
Metropolitan,2022,"Yuma County",AZ,us-az-027,"Part of county is shortage area"
Metropolitan,2022,"Alameda County",CA,us-ca-001,"Part of county is shortage area"
Metropolitan,2022,"Butte County",CA,us-ca-007,"Part of county is shortage area"
Metropolitan,2022,"Contra Costa County",CA,us-ca-013,"Part of county is shortage area"
Metropolitan,2022,"El Dorado County",CA,us-ca-017,"Part of county is shortage area"
Metropolitan,2022,"Fresno County",CA,us-ca-019,"Part of county is shortage area"
Metropolitan,2022,"Imperial County",CA,us-ca-025,"Part of county is shortage area"
Metropolitan,2022,"Kern County",CA,us-ca-029,"Part of county is shortage area"
Metropolitan,2022,"Kings County",CA,us-ca-031,"Part of county is shortage area"
Metropolitan,2022,"Los Angeles County",CA,us-ca-037,"Part of county is shortage area"
Metropolitan,2022,"Madera County",CA,us-ca-039,"Part of county is shortage area"
Metropolitan,2022,"Marin County",CA,us-ca-041,"Part of county is shortage area"
Metropolitan,2022,"Merced County",CA,us-ca-047,"Part of county is shortage area"
Metropolitan,2022,"Monterey County",CA,us-ca-053,"Part of county is shortage area"
Metropolitan,2022,"Napa County",CA,us-ca-055,"Part of county is shortage area"
Metropolitan,2022,"Orange County",CA,us-ca-059,"Part of county is shortage area"
Metropolitan,2022,"Placer County",CA,us-ca-061,"Part of county is shortage area"
Metropolitan,2022,"Riverside County",CA,us-ca-065,"Part of county is shortage area"
Metropolitan,2022,"Sacramento County",CA,us-ca-067,"Part of county is shortage area"
Metropolitan,2022,"San Benito County",CA,us-ca-069,"Whole county is shortage area"
Metropolitan,2022,"San Bernardino County",CA,us-ca-071,"Part of county is shortage area"
Metropolitan,2022,"San Diego County",CA,us-ca-073,"Part of county is shortage area"
Metropolitan,2022,"San Francisco County",CA,us-ca-075,"Part of county is shortage area"
Metropolitan,2022,"San Joaquin County",CA,us-ca-077,"Part of county is shortage area"
Metropolitan,2022,"San Luis Obispo County",CA,us-ca-079,"Part of county is shortage area"
Metropolitan,2022,"San Mateo County",CA,us-ca-081,"Part of county is shortage area"
Metropolitan,2022,"Santa Barbara County",CA,us-ca-083,"Part of county is shortage area"
Metropolitan,2022,"Santa Clara County",CA,us-ca-085,"Part of county is shortage area"
Metropolitan,2022,"Santa Cruz County",CA,us-ca-087,"Part of county is shortage area"
Metropolitan,2022,"Shasta County",CA,us-ca-089,"Part of county is shortage area"
Metropolitan,2022,"Solano County",CA,us-ca-095,"Part of county is shortage area"
Metropolitan,2022,"Sonoma County",CA,us-ca-097,"Part of county is shortage area"
Metropolitan,2022,"Stanislaus County",CA,us-ca-099,"Part of county is shortage area"
Metropolitan,2022,"Sutter County",CA,us-ca-101,"Part of county is shortage area"
Metropolitan,2022,"Tulare County",CA,us-ca-107,"Part of county is shortage area"
Metropolitan,2022,"Ventura County",CA,us-ca-111,"Part of county is shortage area"
Metropolitan,2022,"Yolo County",CA,us-ca-113,"Part of county is shortage area"
Metropolitan,2022,"Yuba County",CA,us-ca-115,"Part of county is shortage area"
Metropolitan,2022,"Adams County",CO,us-co-001,"Part of county is shortage area"
Metropolitan,2022,"Arapahoe County",CO,us-co-005,"Part of county is shortage area"
Metropolitan,2022,"Boulder County",CO,us-co-013,"Part of county is shortage area"
Metropolitan,2022,"Broomfield County",CO,us-co-014,"None of county is shortage area"
Metropolitan,2022,"Clear Creek County",CO,us-co-019,"Whole county is shortage area"
Metropolitan,2022,"Denver County",CO,us-co-031,"Part of county is shortage area"
Metropolitan,2022,"Douglas County",CO,us-co-035,"Part of county is shortage area"
Metropolitan,2022,"El Paso County",CO,us-co-041,"Part of county is shortage area"
Metropolitan,2022,"Elbert County",CO,us-co-039,"Part of county is shortage area"
Metropolitan,2022,"Gilpin County",CO,us-co-047,"Whole county is shortage area"
Metropolitan,2022,"Jefferson County",CO,us-co-059,"Part of county is shortage area"
Metropolitan,2022,"Larimer County",CO,us-co-069,"Part of county is shortage area"
Metropolitan,2022,"Mesa County",CO,us-co-077,"Part of county is shortage area"
Metropolitan,2022,"Park County",CO,us-co-093,"Part of county is shortage area"
Metropolitan,2022,"Pueblo County",CO,us-co-101,"Whole county is shortage area"
Metropolitan,2022,"Teller County",CO,us-co-119,"Part of county is shortage area"
Metropolitan,2022,"Weld County",CO,us-co-123,"Whole county is shortage area"
Metropolitan,2022,"Fairfield County",CT,us-ct-001,"Part of county is shortage area"
Metropolitan,2022,"Hartford County",CT,us-ct-003,"Part of county is shortage area"
Metropolitan,2022,"Middlesex County",CT,us-ct-007,"Part of county is shortage area"
Metropolitan,2022,"New Haven County",CT,us-ct-009,"Part of county is shortage area"
Metropolitan,2022,"New London County",CT,us-ct-011,"Part of county is shortage area"
Metropolitan,2022,"Tolland County",CT,us-ct-013,"Part of county is shortage area"
Metropolitan,2022,"Windham County",CT,us-ct-015,"Part of county is shortage area"
Metropolitan,2022,"District of Columbia",DC,us-dc-001,"Part of county is shortage area"
Metropolitan,2022,"Kent County",DE,us-de-001,"Whole county is shortage area"
Metropolitan,2022,"New Castle County",DE,us-de-003,"Part of county is shortage area"
Metropolitan,2022,"Sussex County",DE,us-de-005,"Whole county is shortage area"
Metropolitan,2022,"Alachua County",FL,us-fl-001,"Part of county is shortage area"
Metropolitan,2022,"Baker County",FL,us-fl-003,"Whole county is shortage area"
Metropolitan,2022,"Bay County",FL,us-fl-005,"Part of county is shortage area"
Metropolitan,2022,"Brevard County",FL,us-fl-009,"Whole county is shortage area"
Metropolitan,2022,"Broward County",FL,us-fl-011,"Part of county is shortage area"
Metropolitan,2022,"Charlotte County",FL,us-fl-015,"Part of county is shortage area"
Metropolitan,2022,"Citrus County",FL,us-fl-017,"Whole county is shortage area"
Metropolitan,2022,"Clay County",FL,us-fl-019,"Part of county is shortage area"
Metropolitan,2022,"Collier County",FL,us-fl-021,"Part of county is shortage area"
Metropolitan,2022,"Duval County",FL,us-fl-031,"Part of county is shortage area"
Metropolitan,2022,"Escambia County",FL,us-fl-033,"Part of county is shortage area"
Metropolitan,2022,"Flagler County",FL,us-fl-035,"Whole county is shortage area"
Metropolitan,2022,"Gadsden County",FL,us-fl-039,"Whole county is shortage area"
Metropolitan,2022,"Gilchrist County",FL,us-fl-041,"Whole county is shortage area"
Metropolitan,2022,"Hernando County",FL,us-fl-053,"Whole county is shortage area"
Metropolitan,2022,"Highlands County",FL,us-fl-055,"Whole county is shortage area"
Metropolitan,2022,"Hillsborough County",FL,us-fl-057,"Part of county is shortage area"
Metropolitan,2022,"Indian River County",FL,us-fl-061,"Whole county is shortage area"
Metropolitan,2022,"Jefferson County",FL,us-fl-065,"Whole county is shortage area"
Metropolitan,2022,"Lake County",FL,us-fl-069,"Whole county is shortage area"
Metropolitan,2022,"Lee County",FL,us-fl-071,"Part of county is shortage area"
Metropolitan,2022,"Leon County",FL,us-fl-073,"Part of county is shortage area"
Metropolitan,2022,"Levy County",FL,us-fl-075,"Part of county is shortage area"
Metropolitan,2022,"Manatee County",FL,us-fl-081,"Part of county is shortage area"
Metropolitan,2022,"Marion County",FL,us-fl-083,"Whole county is shortage area"
Metropolitan,2022,"Martin County",FL,us-fl-085,"Part of county is shortage area"
Metropolitan,2022,"Miami-Dade County",FL,us-fl-086,"Part of county is shortage area"
Metropolitan,2022,"Nassau County",FL,us-fl-089,"Part of county is shortage area"
Metropolitan,2022,"Okaloosa County",FL,us-fl-091,"Part of county is shortage area"
Metropolitan,2022,"Orange County",FL,us-fl-095,"Part of county is shortage area"
Metropolitan,2022,"Osceola County",FL,us-fl-097,"Whole county is shortage area"
Metropolitan,2022,"Palm Beach County",FL,us-fl-099,"Part of county is shortage area"
Metropolitan,2022,"Pasco County",FL,us-fl-101,"Whole county is shortage area"
Metropolitan,2022,"Pinellas County",FL,us-fl-103,"Part of county is shortage area"
Metropolitan,2022,"Polk County",FL,us-fl-105,"Part of county is shortage area"
Metropolitan,2022,"Santa Rosa County",FL,us-fl-113,"Part of county is shortage area"
Metropolitan,2022,"Sarasota County",FL,us-fl-115,"Part of county is shortage area"
Metropolitan,2022,"Seminole County",FL,us-fl-117,"Whole county is shortage area"
Metropolitan,2022,"St. Johns County",FL,us-fl-109,"Part of county is shortage area"
Metropolitan,2022,"St. Lucie County",FL,us-fl-111,"Whole county is shortage area"
Metropolitan,2022,"Sumter County",FL,us-fl-119,"Whole county is shortage area"
Metropolitan,2022,"Volusia County",FL,us-fl-127,"Whole county is shortage area"
Metropolitan,2022,"Wakulla County",FL,us-fl-129,"Whole county is shortage area"
Metropolitan,2022,"Walton County",FL,us-fl-131,"Whole county is shortage area"
Metropolitan,2022,"Barrow County",GA,us-ga-013,"Whole county is shortage area"
Metropolitan,2022,"Bartow County",GA,us-ga-015,"Whole county is shortage area"
Metropolitan,2022,"Bibb County",GA,us-ga-021,"Whole county is shortage area"
Metropolitan,2022,"Brantley County",GA,us-ga-025,"Whole county is shortage area"
Metropolitan,2022,"Brooks County",GA,us-ga-027,"Whole county is shortage area"
Metropolitan,2022,"Bryan County",GA,us-ga-029,"Part of county is shortage area"
Metropolitan,2022,"Burke County",GA,us-ga-033,"Whole county is shortage area"
Metropolitan,2022,"Butts County",GA,us-ga-035,"Whole county is shortage area"
Metropolitan,2022,"Carroll County",GA,us-ga-045,"Whole county is shortage area"
Metropolitan,2022,"Catoosa County",GA,us-ga-047,"Whole county is shortage area"
Metropolitan,2022,"Chatham County",GA,us-ga-051,"Part of county is shortage area"
Metropolitan,2022,"Chattahoochee County",GA,us-ga-053,"Whole county is shortage area"
Metropolitan,2022,"Cherokee County",GA,us-ga-057,"Whole county is shortage area"
Metropolitan,2022,"Clarke County",GA,us-ga-059,"Whole county is shortage area"
Metropolitan,2022,"Clayton County",GA,us-ga-063,"Whole county is shortage area"
Metropolitan,2022,"Cobb County",GA,us-ga-067,"Part of county is shortage area"
Metropolitan,2022,"Columbia County",GA,us-ga-073,"Part of county is shortage area"
Metropolitan,2022,"Coweta County",GA,us-ga-077,"None of county is shortage area"
Metropolitan,2022,"Crawford County",GA,us-ga-079,"Whole county is shortage area"
Metropolitan,2022,"Dade County",GA,us-ga-083,"Whole county is shortage area"
Metropolitan,2022,"Dawson County",GA,us-ga-085,"Whole county is shortage area"
Metropolitan,2022,"DeKalb County",GA,us-ga-089,"Part of county is shortage area"
Metropolitan,2022,"Dougherty County",GA,us-ga-095,"Part of county is shortage area"
Metropolitan,2022,"Douglas County",GA,us-ga-097,"Whole county is shortage area"
Metropolitan,2022,"Echols County",GA,us-ga-101,"Whole county is shortage area"
Metropolitan,2022,"Effingham County",GA,us-ga-103,"Part of county is shortage area"
Metropolitan,2022,"Fayette County",GA,us-ga-113,"Whole county is shortage area"
Metropolitan,2022,"Floyd County",GA,us-ga-115,"Whole county is shortage area"
Metropolitan,2022,"Forsyth County",GA,us-ga-117,"Whole county is shortage area"
Metropolitan,2022,"Fulton County",GA,us-ga-121,"Part of county is shortage area"
Metropolitan,2022,"Glynn County",GA,us-ga-127,"Whole county is shortage area"
Metropolitan,2022,"Gwinnett County",GA,us-ga-135,"Part of county is shortage area"
Metropolitan,2022,"Hall County",GA,us-ga-139,"Whole county is shortage area"
Metropolitan,2022,"Haralson County",GA,us-ga-143,"Whole county is shortage area"
Metropolitan,2022,"Harris County",GA,us-ga-145,"Whole county is shortage area"
Metropolitan,2022,"Heard County",GA,us-ga-149,"Whole county is shortage area"
Metropolitan,2022,"Henry County",GA,us-ga-151,"Whole county is shortage area"
Metropolitan,2022,"Houston County",GA,us-ga-153,"Whole county is shortage area"
Metropolitan,2022,"Jasper County",GA,us-ga-159,"Whole county is shortage area"
Metropolitan,2022,"Jones County",GA,us-ga-169,"Whole county is shortage area"
Metropolitan,2022,"Lamar County",GA,us-ga-171,"Whole county is shortage area"
Metropolitan,2022,"Lanier County",GA,us-ga-173,"Whole county is shortage area"
Metropolitan,2022,"Lee County",GA,us-ga-177,"Whole county is shortage area"
Metropolitan,2022,"Liberty County",GA,us-ga-179,"Whole county is shortage area"
Metropolitan,2022,"Lincoln County",GA,us-ga-181,"Whole county is shortage area"
Metropolitan,2022,"Long County",GA,us-ga-183,"Whole county is shortage area"
Metropolitan,2022,"Lowndes County",GA,us-ga-185,"Whole county is shortage area"
Metropolitan,2022,"Madison County",GA,us-ga-195,"Whole county is shortage area"
Metropolitan,2022,"Marion County",GA,us-ga-197,"Whole county is shortage area"
Metropolitan,2022,"McDuffie County",GA,us-ga-189,"Whole county is shortage area"
Metropolitan,2022,"McIntosh County",GA,us-ga-191,"Whole county is shortage area"
Metropolitan,2022,"Meriwether County",GA,us-ga-199,"Whole county is shortage area"
Metropolitan,2022,"Monroe County",GA,us-ga-207,"Whole county is shortage area"
Metropolitan,2022,"Morgan County",GA,us-ga-211,"Whole county is shortage area"
Metropolitan,2022,"Murray County",GA,us-ga-213,"Whole county is shortage area"
Metropolitan,2022,"Muscogee County",GA,us-ga-215,"Whole county is shortage area"
Metropolitan,2022,"Newton County",GA,us-ga-217,"Whole county is shortage area"
Metropolitan,2022,"Oconee County",GA,us-ga-219,"None of county is shortage area"
Metropolitan,2022,"Oglethorpe County",GA,us-ga-221,"Whole county is shortage area"
Metropolitan,2022,"Paulding County",GA,us-ga-223,"Whole county is shortage area"
Metropolitan,2022,"Peach County",GA,us-ga-225,"Part of county is shortage area"
Metropolitan,2022,"Pickens County",GA,us-ga-227,"Whole county is shortage area"
Metropolitan,2022,"Pike County",GA,us-ga-231,"Whole county is shortage area"
Metropolitan,2022,"Richmond County",GA,us-ga-245,"Part of county is shortage area"
Metropolitan,2022,"Rockdale County",GA,us-ga-247,"None of county is shortage area"
Metropolitan,2022,"Spalding County",GA,us-ga-255,"Whole county is shortage area"
Metropolitan,2022,"Stewart County",GA,us-ga-259,"Whole county is shortage area"
Metropolitan,2022,"Talbot County",GA,us-ga-263,"Whole county is shortage area"
Metropolitan,2022,"Terrell County",GA,us-ga-273,"Whole county is shortage area"
Metropolitan,2022,"Twiggs County",GA,us-ga-289,"Whole county is shortage area"
Metropolitan,2022,"Walker County",GA,us-ga-295,"Whole county is shortage area"
Metropolitan,2022,"Walton County",GA,us-ga-297,"Whole county is shortage area"
Metropolitan,2022,"Whitfield County",GA,us-ga-313,"Whole county is shortage area"
Metropolitan,2022,"Worth County",GA,us-ga-321,"Whole county is shortage area"
Metropolitan,2022,"Honolulu County",HI,us-hi-003,"Part of county is shortage area"
Metropolitan,2022,"Maui County",HI,us-hi-009,"Part of county is shortage area"
Metropolitan,2022,"Benton County",IA,us-ia-011,"Part of county is shortage area"
Metropolitan,2022,"Black Hawk County",IA,us-ia-013,"Whole county is shortage area"
Metropolitan,2022,"Boone County",IA,us-ia-015,"Part of county is shortage area"
Metropolitan,2022,"Bremer County",IA,us-ia-017,"Part of county is shortage area"
Metropolitan,2022,"Dallas County",IA,us-ia-049,"Part of county is shortage area"
Metropolitan,2022,"Dubuque County",IA,us-ia-061,"Part of county is shortage area"
Metropolitan,2022,"Grundy County",IA,us-ia-075,"Part of county is shortage area"
Metropolitan,2022,"Guthrie County",IA,us-ia-077,"Part of county is shortage area"
Metropolitan,2022,"Harrison County",IA,us-ia-085,"Part of county is shortage area"
Metropolitan,2022,"Jasper County",IA,us-ia-099,"Whole county is shortage area"
Metropolitan,2022,"Johnson County",IA,us-ia-103,"Part of county is shortage area"
Metropolitan,2022,"Jones County",IA,us-ia-105,"Part of county is shortage area"
Metropolitan,2022,"Linn County",IA,us-ia-113,"Part of county is shortage area"
Metropolitan,2022,"Madison County",IA,us-ia-121,"Part of county is shortage area"
Metropolitan,2022,"Mills County",IA,us-ia-129,"Part of county is shortage area"
Metropolitan,2022,"Polk County",IA,us-ia-153,"Part of county is shortage area"
Metropolitan,2022,"Pottawattamie County",IA,us-ia-155,"Whole county is shortage area"
Metropolitan,2022,"Scott County",IA,us-ia-163,"Part of county is shortage area"
Metropolitan,2022,"Story County",IA,us-ia-169,"Whole county is shortage area"
Metropolitan,2022,"Warren County",IA,us-ia-181,"Part of county is shortage area"
Metropolitan,2022,"Washington County",IA,us-ia-183,"Whole county is shortage area"
Metropolitan,2022,"Woodbury County",IA,us-ia-193,"Part of county is shortage area"
Metropolitan,2022,"Ada County",ID,us-id-001,"None of county is shortage area"
Metropolitan,2022,"Bannock County",ID,us-id-005,"Whole county is shortage area"
Metropolitan,2022,"Boise County",ID,us-id-015,"Whole county is shortage area"
Metropolitan,2022,"Bonneville County",ID,us-id-019,"Part of county is shortage area"
Metropolitan,2022,"Butte County",ID,us-id-023,"Whole county is shortage area"
Metropolitan,2022,"Canyon County",ID,us-id-027,"Part of county is shortage area"
Metropolitan,2022,"Franklin County",ID,us-id-041,"Whole county is shortage area"
Metropolitan,2022,"Gem County",ID,us-id-045,"Whole county is shortage area"
Metropolitan,2022,"Jefferson County",ID,us-id-051,"Whole county is shortage area"
Metropolitan,2022,"Jerome County",ID,us-id-053,"Whole county is shortage area"
Metropolitan,2022,"Kootenai County",ID,us-id-055,"Part of county is shortage area"
Metropolitan,2022,"Nez Perce County",ID,us-id-069,"Whole county is shortage area"
Metropolitan,2022,"Owyhee County",ID,us-id-073,"Part of county is shortage area"
Metropolitan,2022,"Power County",ID,us-id-077,"Part of county is shortage area"
Metropolitan,2022,"Twin Falls County",ID,us-id-083,"Part of county is shortage area"
Metropolitan,2022,"Alexander County",IL,us-il-003,"Whole county is shortage area"
Metropolitan,2022,"Bond County",IL,us-il-005,"Part of county is shortage area"
Metropolitan,2022,"Boone County",IL,us-il-007,"Part of county is shortage area"
Metropolitan,2022,"Calhoun County",IL,us-il-013,"Whole county is shortage area"
Metropolitan,2022,"Champaign County",IL,us-il-019,"Whole county is shortage area"
Metropolitan,2022,"Clinton County",IL,us-il-027,"Whole county is shortage area"
Metropolitan,2022,"Cook County",IL,us-il-031,"Part of county is shortage area"
Metropolitan,2022,"DeKalb County",IL,us-il-037,"Part of county is shortage area"
Metropolitan,2022,"DuPage County",IL,us-il-043,"None of county is shortage area"
Metropolitan,2022,"Fulton County",IL,us-il-057,"Part of county is shortage area"
Metropolitan,2022,"Grundy County",IL,us-il-063,"None of county is shortage area"
Metropolitan,2022,"Henry County",IL,us-il-073,"Whole county is shortage area"
Metropolitan,2022,"Jackson County",IL,us-il-077,"Part of county is shortage area"
Metropolitan,2022,"Jersey County",IL,us-il-083,"Part of county is shortage area"
Metropolitan,2022,"Johnson County",IL,us-il-087,"Whole county is shortage area"
Metropolitan,2022,"Kane County",IL,us-il-089,"Part of county is shortage area"
Metropolitan,2022,"Kankakee County",IL,us-il-091,"Whole county is shortage area"
Metropolitan,2022,"Kendall County",IL,us-il-093,"None of county is shortage area"
Metropolitan,2022,"Lake County",IL,us-il-097,"Part of county is shortage area"
Metropolitan,2022,"Macon County",IL,us-il-115,"Part of county is shortage area"
Metropolitan,2022,"Macoupin County",IL,us-il-117,"Whole county is shortage area"
Metropolitan,2022,"Madison County",IL,us-il-119,"Part of county is shortage area"
Metropolitan,2022,"Marshall County",IL,us-il-123,"Whole county is shortage area"
Metropolitan,2022,"McHenry County",IL,us-il-111,"None of county is shortage area"
Metropolitan,2022,"McLean County",IL,us-il-113,"Part of county is shortage area"
Metropolitan,2022,"Menard County",IL,us-il-129,"Whole county is shortage area"
Metropolitan,2022,"Mercer County",IL,us-il-131,"Whole county is shortage area"
Metropolitan,2022,"Monroe County",IL,us-il-133,"Part of county is shortage area"
Metropolitan,2022,"Peoria County",IL,us-il-143,"Whole county is shortage area"
Metropolitan,2022,"Piatt County",IL,us-il-147,"Whole county is shortage area"
Metropolitan,2022,"Rock Island County",IL,us-il-161,"Whole county is shortage area"
Metropolitan,2022,"Sangamon County",IL,us-il-167,"Part of county is shortage area"
Metropolitan,2022,"St. Clair County",IL,us-il-163,"Part of county is shortage area"
Metropolitan,2022,"Stark County",IL,us-il-175,"Whole county is shortage area"
Metropolitan,2022,"Tazewell County",IL,us-il-179,"Part of county is shortage area"
Metropolitan,2022,"Vermilion County",IL,us-il-183,"Part of county is shortage area"
Metropolitan,2022,"Will County",IL,us-il-197,"Part of county is shortage area"
Metropolitan,2022,"Williamson County",IL,us-il-199,"Part of county is shortage area"
Metropolitan,2022,"Winnebago County",IL,us-il-201,"Whole county is shortage area"
Metropolitan,2022,"Woodford County",IL,us-il-203,"Whole county is shortage area"
Metropolitan,2022,"Allen County",IN,us-in-003,"Part of county is shortage area"
Metropolitan,2022,"Bartholomew County",IN,us-in-005,"None of county is shortage area"
Metropolitan,2022,"Benton County",IN,us-in-007,"Whole county is shortage area"
Metropolitan,2022,"Boone County",IN,us-in-011,"None of county is shortage area"
Metropolitan,2022,"Brown County",IN,us-in-013,"Whole county is shortage area"
Metropolitan,2022,"Carroll County",IN,us-in-015,"Whole county is shortage area"
Metropolitan,2022,"Clark County",IN,us-in-019,"None of county is shortage area"
Metropolitan,2022,"Clay County",IN,us-in-021,"Whole county is shortage area"
Metropolitan,2022,"Dearborn County",IN,us-in-029,"Whole county is shortage area"
Metropolitan,2022,"Delaware County",IN,us-in-035,"Whole county is shortage area"
Metropolitan,2022,"Elkhart County",IN,us-in-039,"Part of county is shortage area"
Metropolitan,2022,"Floyd County",IN,us-in-043,"None of county is shortage area"
Metropolitan,2022,"Franklin County",IN,us-in-047,"Whole county is shortage area"
Metropolitan,2022,"Hamilton County",IN,us-in-057,"None of county is shortage area"
Metropolitan,2022,"Hancock County",IN,us-in-059,"None of county is shortage area"
Metropolitan,2022,"Harrison County",IN,us-in-061,"Whole county is shortage area"
Metropolitan,2022,"Hendricks County",IN,us-in-063,"None of county is shortage area"
Metropolitan,2022,"Howard County",IN,us-in-067,"Part of county is shortage area"
Metropolitan,2022,"Jasper County",IN,us-in-073,"Whole county is shortage area"
Metropolitan,2022,"Johnson County",IN,us-in-081,"None of county is shortage area"
Metropolitan,2022,"Lake County",IN,us-in-089,"Part of county is shortage area"
Metropolitan,2022,"LaPorte County",IN,us-in-091,"Whole county is shortage area"
Metropolitan,2022,"Madison County",IN,us-in-095,"Part of county is shortage area"
Metropolitan,2022,"Marion County",IN,us-in-097,"Part of county is shortage area"
Metropolitan,2022,"Monroe County",IN,us-in-105,"Whole county is shortage area"
Metropolitan,2022,"Morgan County",IN,us-in-109,"Whole county is shortage area"
Metropolitan,2022,"Newton County",IN,us-in-111,"Whole county is shortage area"
Metropolitan,2022,"Ohio County",IN,us-in-115,"Whole county is shortage area"
Metropolitan,2022,"Owen County",IN,us-in-119,"Whole county is shortage area"
Metropolitan,2022,"Parke County",IN,us-in-121,"Whole county is shortage area"
Metropolitan,2022,"Porter County",IN,us-in-127,"Whole county is shortage area"
Metropolitan,2022,"Posey County",IN,us-in-129,"Whole county is shortage area"
Metropolitan,2022,"Putnam County",IN,us-in-133,"Whole county is shortage area"
Metropolitan,2022,"Shelby County",IN,us-in-145,"Whole county is shortage area"
Metropolitan,2022,"St. Joseph County",IN,us-in-141,"Whole county is shortage area"
Metropolitan,2022,"Sullivan County",IN,us-in-153,"Whole county is shortage area"
Metropolitan,2022,"Tippecanoe County",IN,us-in-157,"Whole county is shortage area"
