NAME,GEOID,state_name,Share with Medical Debt in Collections,"Share with Medical Debt in Collections, Communities of Color","Share with Medical Debt in Collections, Majority White Communities","% population without health insurance, 2019 (ACS)","% white, non-Hispanic population without health insurance, 2019 (ACS)","% non-white population without health insurance, 2019 (ACS)","Median Medical Debt in Collections, All","Median Medical Debt in Collections, Communities of Color","Median Medical Debt in Collections, Majority White Communities",poc_pct,"Average household income, 2019 (ACS)","Average non-white household income, 2019 (ACS)","Average white, non-Hispanic household income, 2019 (ACS)"
"Marquette County, Wisconsin",55077,Wisconsin,.0924855,n/a**,.0924855,.0617504,.0574713,.12286,n/a*,n/a**,n/a*,.067172,63631,50585,64188
"Somerset County, New Jersey",34035,New Jersey,.0924146,.1455823,.0672983,.0663589,.0288918,.109421,376,410,338,.4642542,152445,143412,158317
"Boone County, Iowa",19015,Iowa,.0923261,n/a**,.0920097,.0282724,.0273805,.0436312,310,n/a**,309,.0565794,77650,68839,78051
"Webster County, Iowa",19187,Iowa,.0921986,n/a**,.0921986,.0554613,.0469821,.1186482,429,n/a**,429,.1284991,62133,54914,62723
"Butte County, California",06007,California,.0918952,n/a**,.0900466,.0607907,.0487958,.0897019,923,n/a**,902,.2922176,91685,75364,96102
"Trempealeau County, Wisconsin",55121,Wisconsin,.0918803,n/a**,.0918803,.0726792,.048444,.2809618,1469,n/a**,1469,.1047493,70909,56938,71642
"Stillwater County, Montana",30095,Montana,.0918367,n/a**,.0918367,.063396,.0618273,.0834553,n/a*,n/a**,n/a*,.072153,79373,67991,79849
"Geauga County, Ohio",39055,Ohio,.0918301,n/a**,.0919503,.1038821,.0976656,.2345679,422,n/a**,422,.0444679,104403,116036,104147
"San Diego County, California",06073,California,.0918014,.1098732,.0769451,.0802278,.0427428,.11039,855,893,812,.5521012,112786,94973,127422
"Eagle County, Colorado",08037,Colorado,.0917662,n/a*,.0862656,.1354629,.0700139,.2704692,617,n/a*,665,.3279567,118174,73704,132060
"Dawes County, Nebraska",31045,Nebraska,.0916667,n/a**,.0916667,.0971729,.0873186,.1539056,n/a*,n/a**,n/a*,.1489217,61430,50203,63324
"Sutter County, California",06101,California,.091653,n/a*,.049505,.0514235,.0365341,.0634655,920,n/a*,n/a*,.5516082,89212,78010,98523
"Tioga County, New York",36107,New York,.0916388,n/a**,.0916388,.0416296,.040811,.057717,751,n/a**,751,.0500144,76774,83187,76525
"Carbon County, Pennsylvania",42025,Pennsylvania,.0915594,n/a**,.0917782,.0449248,.0397064,.0971787,633,n/a**,633,.0829903,82287,54848,84371
"Mercer County, Pennsylvania",42085,Pennsylvania,.0914634,n/a**,.090003,.0565516,.0586144,.0364232,422,n/a**,421,.0982084,67630,45800,69632
"Tallapoosa County, Alabama",01123,Alabama,.091378,.0823529,.0902318,.0815924,.0665123,.1152479,914,n/a*,924,.3112651,60734,39221,68552
"Washington County, Texas",48477,Texas,.0912106,n/a**,.0957156,.1157272,.0516587,.230576,553,n/a**,522,.3598953,84243,57315,93957
"Fremont County, Idaho",16043,Idaho,.0911392,n/a**,.0902062,.1200674,.0881581,.309922,n/a*,n/a**,n/a*,.1515361,68783,44902,71623
"Ocean County, New Jersey",34029,New Jersey,.0909907,n/a**,.0908016,.0455693,.0351336,.1012015,415,n/a**,415,.158533,97772,90336,98758
"Lewis County, New York",36049,New York,.0909091,n/a**,.0909091,.0552108,.0517515,.1402142,556,n/a**,556,.0414722,67306,53965,67603
"Mariposa County, California",06043,California,.0907563,n/a**,.0907563,.0561544,.0493461,.0837482,635,n/a**,635,.2000574,61727,49556,63913
"Oakland County, Michigan",26125,Michigan,.0905744,.1948765,.0750943,.0456084,.0411661,.0567627,380,466,356,.2856509,111724,91699,118871
"Union County, Pennsylvania",42119,Pennsylvania,.090573,n/a**,.0909091,.1007205,.0943573,.1694411,348,n/a**,344,.157323,79496,62453,80351
"Calumet County, Wisconsin",55015,Wisconsin,.0905537,n/a**,.0905537,.0326139,.0231104,.1281368,598,n/a**,598,.0908709,89724,62204,91498
"Newton County, Mississippi",28101,Mississippi,.0903054,n/a**,.0821355,.112771,.0756816,.1687559,712,n/a**,n/a*,.3975187,53593,34430,64458
"Carbon County, Montana",30009,Montana,.0901639,n/a**,.0901639,.0686396,.0672736,.0915254,n/a*,n/a**,n/a*,.0573747,71282,52820,72145
"Dubois County, Indiana",18037,Indiana,.0900901,n/a**,.0900833,.048302,.0434702,.0933631,1204,n/a**,1189,.0979009,74871,50870,76607
"York County, Pennsylvania",42133,Pennsylvania,.090005,.2127273,.0848023,.0436341,.0375957,.0723593,548,742,504,.1754339,85972,65750,88861
"Pulaski County, Missouri",29169,Missouri,.0899781,n/a**,.0953545,.1062433,.1211495,.0613453,659,n/a**,659,.306247,64126,57804,66087
"Phelps County, Missouri",29161,Missouri,.0899123,n/a**,.089541,.0788688,.0793215,.0752798,673,n/a**,659,.1127493,62404,52703,63465
"Asotin County, Washington",53003,Washington,.0899032,n/a**,.0899032,.0599207,.0480275,.1710956,529,n/a**,529,.0962937,70614,52245,72111
"Jewell County, Kansas",20089,Kansas,.0897436,n/a**,.0897436,.080939,.0754786,.1884058,n/a*,n/a**,n/a*,.0485269,58991,28276,60146
"Chippewa County, Wisconsin",55017,Wisconsin,.0897436,n/a**,.0897436,.0549411,.053665,.08,1055,n/a**,1055,.0644056,74108,110173,72996
"Monroe County, Illinois",17133,Illinois,.0896818,n/a**,.0865759,.0254912,.0259136,.0144346,338,n/a**,340,.0371107,105341,108670,105274
"Anne Arundel County, Maryland",24003,Maryland,.0895941,.13749,.0881007,.036481,.0234928,.0624124,506,555,490,.3369122,130006,115488,135535
"Garfield County, Washington",53023,Washington,.0895522,n/a**,.0895522,.0575181,.0562595,.0680851,n/a*,n/a**,n/a*,.1053812,60910,33739,61942
"La Crosse County, Wisconsin",55063,Wisconsin,.089447,n/a**,.0891594,.0403597,.0336244,.0986848,1394,n/a**,1394,.101498,77894,67701,78685
"Pierce County, Washington",53053,Washington,.0894431,n/a*,.0768647,.0654894,.050732,.0940766,818,n/a*,785,.3440408,97051,82915,102358
"Chesterfield County, Virginia",51041,Virginia,.0893976,.1598566,.0707071,.0871714,.0500045,.1437726,679,661,637,.3943912,101694,85985,109889
"Rensselaer County, New York",36083,New York,.089197,n/a**,.0887734,.0290633,.0253713,.0463925,668,n/a**,654,.1755485,85141,58523,89153
"Blair County, Pennsylvania",42013,Pennsylvania,.089172,n/a**,.0888,.0565329,.0588799,.0165041,326,n/a**,329,.0542884,69143,57182,69749
"Washington County, Wisconsin",55131,Wisconsin,.0891359,n/a**,.0892371,.0449906,.0421231,.0807045,809,n/a**,809,.0714397,94877,73422,96050
"Orange County, New York",36071,New York,.0891072,n/a*,.0708427,.0398966,.0245758,.0656483,637,n/a*,669,.3735725,105297,95236,110478
"Monona County, Iowa",19133,Iowa,.088968,n/a**,.088968,.0487146,.0445797,.1201717,n/a*,n/a**,n/a*,.0537228,64281,29157,66228
"Herkimer County, New York",36043,New York,.0888889,n/a**,.0889878,.0497493,.0476092,.0865955,670,n/a**,670,.054885,67532,57535,67849
"Pope County, Illinois",17151,Illinois,.0886076,n/a**,.0886076,.0395159,.0427122,0,n/a*,n/a**,n/a*,.0904116,51067,36179,51236
"Sheridan County, Kansas",20179,Kansas,.0886076,n/a**,.0886076,.1025434,.0972222,.1734104,n/a*,n/a**,n/a*,.0702314,80114,56302,81190
"Moore County, North Carolina",37125,North Carolina,.088535,n/a**,.0885365,.0936255,.0733152,.1594883,508,n/a**,501,.2292022,82882,51696,89617
"Lexington city, Virginia",51678,Virginia,.0884956,n/a**,.0884956,.0485966,.0428043,.0707547,n/a*,n/a**,n/a*,.2088109,57639,32659,63820
"Tolland County, Connecticut",09013,Connecticut,.0884854,n/a**,.0880996,.0253252,.0246951,.0287024,475,n/a**,475,.1538828,118561,108398,120050
"DeKalb County, Missouri",29063,Missouri,.0884354,n/a**,.0884354,.0742111,.0755576,.0447761,n/a*,n/a**,n/a*,.1619032,63023,79849,62624
"Medina County, Ohio",39103,Ohio,.0883959,n/a**,.0880944,.0432074,.0420956,.0590855,320,n/a**,320,.0616979,97415,80496,98502
"Riverside County, California",06065,California,.0882245,.0916376,.0675078,.0870455,.0553989,.1032428,842,843,601,.661236,95564,85910,106957
"Livingston County, Michigan",26093,Michigan,.0881913,n/a**,.0881764,.0442714,.0426468,.0703271,339,n/a**,341,.0565785,108976,147669,106533
"Porter County, Indiana",18127,Indiana,.0881645,n/a**,.0881369,.0625055,.0607491,.0706514,624,n/a**,624,.1771182,92719,84294,94031
"Calloway County, Kentucky",21035,Kentucky,.0879227,n/a**,.0879227,.0544651,.0434341,.1501509,310,n/a**,310,.1035353,57431,33556,59973
"Jackson County, Iowa",19097,Iowa,.0877458,n/a**,.0847458,.04375,.0363378,.1995413,631,n/a**,675,.0452554,69017,61470,69214
"Portage County, Wisconsin",55097,Wisconsin,.0876788,n/a**,.0876788,.0505349,.0395722,.1612598,819,n/a**,819,.0896053,78508,78552,78506
"Hamilton County, Indiana",18057,Indiana,.0876221,n/a*,.0874091,.0427907,.0356326,.0769244,593,n/a*,594,.1633031,138826,124524,140992
"Oneida County, Wisconsin",55085,Wisconsin,.0875969,n/a**,.0870241,.0494058,.0490264,.0567583,943,n/a**,944,.0514683,77560,77141,77573
"Warren County, New York",36113,New York,.0875532,n/a**,.0878026,.0174886,.0144962,.0587547,539,n/a**,539,.0623094,83323,102770,81797
"Franklin County, New York",36033,New York,.0875273,.1349693,.0814442,.0509436,.0550062,.0244503,344,n/a*,215,.1837669,65742,45499,68090
"Colusa County, California",06011,California,.0873786,.0704607,n/a*,.0982575,.0454243,.1270313,827,n/a*,n/a*,.6468724,77196,65981,89910
"Elbert County, Colorado",08039,Colorado,.0873016,n/a**,.088,.0527979,.0488396,.0835903,1191,n/a**,1191,.1148268,121995,99841,124188
"Erie County, Pennsylvania",42049,Pennsylvania,.0871194,n/a**,.0834936,.0480937,.0415504,.0830097,405,n/a**,396,.1614552,68095,41557,72021
"Crawford County, Pennsylvania",42039,Pennsylvania,.0868872,n/a**,.0869218,.0834341,.0858355,.0357863,488,n/a**,488,.0520282,63237,82206,62675
"Cedar County, Iowa",19031,Iowa,.0868794,n/a**,.0875,.0216234,.0226346,0,n/a*,n/a**,n/a*,.0445359,77477,55100,77812
"Guthrie County, Iowa",19077,Iowa,.0865672,n/a**,.0865672,.0360454,.0319626,.113852,n/a*,n/a**,n/a*,.0496766,73346,64328,73633
"Park County, Colorado",08093,Colorado,.0865604,n/a**,.0894118,.0886797,.072764,.2208814,n/a*,n/a**,n/a*,.110539,88346,128301,84670
"Adams County, Pennsylvania",42001,Pennsylvania,.0865172,n/a**,.0861411,.0630884,.0486075,.1764247,588,n/a**,604,.1099346,84262,89578,83913
"Columbia County, Wisconsin",55021,Wisconsin,.086386,n/a**,.086386,.0492618,.0438834,.1275824,1216,n/a**,1216,.0736177,83215,72757,83623
"Clearfield County, Pennsylvania",42033,Pennsylvania,.0863248,n/a**,.0857759,.0567879,.0585682,.0033713,496,n/a**,500,.0698678,57924,108698,56562
"Davis County, Iowa",19051,Iowa,.0862745,n/a**,.0862745,.2641017,.2727699,0,n/a*,n/a**,n/a*,.0318386,80452,115817,79921
"Somerset County, Pennsylvania",42111,Pennsylvania,.0862522,n/a**,.0865554,.0502939,.0520408,0,397,n/a**,397,.0573553,62567,78427,62381
"Meagher County, Montana",30059,Montana,.0862069,n/a**,.0862069,.1303648,.0825159,.7633588,n/a*,n/a**,n/a*,.0736229,59768,76854,59163
"Schenectady County, New York",36093,New York,.0861785,.1898734,.0730833,.0405773,.0258925,.0774173,429,n/a*,397,.283846,85444,55934,94326
"Madera County, California",06039,California,.086081,.0855019,.1035941,.0786119,.0300722,.1031234,542,610,441,.6694909,83590,77641,90688
"Susquehanna County, Pennsylvania",42115,Pennsylvania,.0859799,n/a**,.0859799,.0658719,.0636679,.1229346,350,n/a**,350,.0373932,73572,77190,73471
"Grant County, Oregon",41023,Oregon,.0858369,n/a**,.0858369,.054725,.0571956,.0273038,n/a*,n/a**,n/a*,.0854083,58025,49356,58714
"Frederick County, Maryland",24021,Maryland,.0858093,n/a*,.073922,.0434419,.0288726,.080064,422,n/a*,373,.2841874,122496,105924,127266
"Hunterdon County, New Jersey",34019,New Jersey,.0856013,n/a**,.0852858,.029497,.0185938,.0938393,631,n/a**,639,.1446849,154256,132828,156922
"Franklin County, Idaho",16041,Idaho,.0855746,n/a**,.0855746,.108992,.0993865,.2070117,n/a*,n/a**,n/a*,.0892008,73488,61905,74492
"Sacramento County, California",06067,California,.0855482,.0858349,.0727244,.0576738,.0467621,.0661671,753,786,755,.5629506,93318,82570,103200
"Summit County, Utah",49043,Utah,.0853578,n/a**,.084022,.0671665,.0373104,.2284597,1278,n/a**,1222,.1568499,156817,99499,163365
"Gove County, Kansas",20063,Kansas,.0851064,n/a**,.0851064,.1216789,.111755,.2541436,n/a*,n/a**,n/a*,.0707262,63257,49852,64276
"San Joaquin County, California",06077,California,.0849954,.0846828,.06399,.06775,.0391619,.0800818,676,692,562,.696534,92484,86358,101746
"Tompkins County, New York",36109,New York,.0848854,n/a**,.0851986,.0372123,.0318795,.0550184,510,n/a**,511,.228766,92501,69427,98258
"Lee County, Florida",12071,Florida,.084851,.1401145,.0707448,.1218954,.0830226,.1975346,509,600,480,.3400582,88514,64505,95996
"Peoria County, Illinois",17143,Illinois,.084803,.1501416,.0723026,.0682685,.0601967,.0864016,674,655,636,.3010013,82292,69132,86844
"Madison County, Mississippi",28089,Mississippi,.0844391,.1571754,.0379113,.0776671,.0246518,.142833,762,1169,402,.4465867,96063,63642,118837
"Saline County, Nebraska",31151,Nebraska,.0844327,n/a**,.0718232,.1270588,.0683584,.2567506,n/a*,n/a**,n/a*,.3099509,64190,48267,69088
"Rock Island County, Illinois",17161,Illinois,.0844012,n/a**,.0841287,.06308,.0526687,.0893392,428,n/a**,440,.2903601,70342,59654,73065
"Washington County, Illinois",17189,Illinois,.0843091,n/a**,.0843091,.0350725,.0363745,0,n/a*,n/a**,n/a*,.0400484,75768,61314,76092
"Gallatin County, Montana",30031,Montana,.0842912,n/a**,.0842429,.0821703,.0755458,.1493602,771,n/a**,775,.0838585,97931,81312,99127
"Washington County, Kansas",20201,Kansas,.0842105,n/a**,.0842105,.0449292,.0358255,.25,n/a*,n/a**,n/a*,.0425997,64927,42544,65579
"Nance County, Nebraska",31125,Nebraska,.0841122,n/a**,.0841122,.057971,.060042,0,n/a*,n/a**,n/a*,.035553,66210,55504,66786
"Holmes County, Ohio",39075,Ohio,.0838894,n/a**,.084453,.4071589,.4126811,.1501104,834,n/a**,834,.0215257,79857,69953,79998
"Phillips County, Colorado",08095,Colorado,.083871,n/a**,.083871,.1425178,.1078115,.2392086,n/a*,n/a**,n/a*,.2592075,65218,55392,67814
"Glenn County, California",06021,California,.0838117,.05,.0508475,.0859496,.0519099,.1223011,407,n/a*,n/a*,.4853446,62706,51843,69402
"Calaveras County, California",06009,California,.0837272,n/a**,.0832755,.0437356,.0411774,.0547703,609,n/a**,630,.1906446,84039,69830,86475
"Montrose County, Colorado",08085,Colorado,.0836561,n/a**,.0845182,.1056248,.0813787,.1824692,1198,n/a**,1204,.2394569,66576,55690,68855
"Polk County, Wisconsin",55095,Wisconsin,.0835562,n/a**,.0835562,.0574838,.0546833,.1121183,1019,n/a**,1019,.0500714,72256,59968,72637
"Lewis and Clark County, Montana",30049,Montana,.0834813,n/a*,.0830641,.0497478,.0482583,.0651102,784,n/a*,766,.0863063,88558,66408,90176
"Atchison County, Kansas",20005,Kansas,.0833333,n/a**,.0833333,.0665589,.0606702,.1101253,n/a*,n/a**,n/a*,.1187608,63780,49757,65152
"Sheridan County, Nebraska",31161,Nebraska,.0833333,n/a**,.0833333,.123793,.0917541,.2606925,n/a*,n/a**,n/a*,.188874,66307,38059,69626
"Chaffee County, Colorado",08015,Colorado,.0832025,n/a**,.0832025,.0996324,.091819,.1583372,737,n/a**,737,.1507389,70142,59903,71188
"Gentry County, Missouri",29075,Missouri,.0829016,n/a**,.0829016,.1055152,.1053819,.1086142,n/a*,n/a**,n/a*,.0405079,61423,46528,61678
"Nez Perce County, Idaho",16069,Idaho,.0828402,.1410256,.0792779,.1006811,.088943,.1793626,830,n/a*,853,.1303678,71465,56273,72878
"Roseau County, Minnesota",27135,Minnesota,.0828025,n/a**,.0828025,.0385958,.0378278,.0473469,n/a*,n/a**,n/a*,.0807239,75604,66682,76059
"New London County, Connecticut",09011,Connecticut,.0826767,n/a**,.0757497,.0458353,.0330235,.0851389,411,n/a**,398,.2514197,98102,78491,102811
"Lee County, Alabama",01081,Alabama,.0820702,n/a*,.0851178,.0708927,.0506141,.1132808,535,n/a*,559,.3255808,78000,65892,82732
"Ontario County, New York",36069,New York,.0819383,n/a**,.0811852,.0236796,.0218995,.0387833,456,n/a**,455,.1016062,92560,56192,95539
"Madison County, Montana",30057,Montana,.0818505,n/a**,.0818505,.0935112,.0916842,.115942,n/a*,n/a**,n/a*,.0754035,71087,70651,71117
"Knox County, Illinois",17095,Illinois,.0816464,n/a**,.0807875,.0497453,.0434163,.086522,699,n/a**,699,.1713194,58636,41410,60311
"Pottawattamie County, Iowa",19155,Iowa,.0813065,n/a**,.0809491,.0645874,.0520102,.151914,626,n/a**,639,.1223539,72350,52035,74427
"Jo Daviess County, Illinois",17085,Illinois,.0810093,n/a*,.0797872,.0511851,.0456983,.1523119,768,n/a*,791,.053363,74630,55328,75222
"Allegany County, New York",36003,New York,.080916,n/a**,.0807071,.0663984,.0667002,.0610932,425,n/a**,421,.0559673,62811,63027,62806
"Amador County, California",06005,California,.0808768,n/a**,.0797872,.046687,.0410315,.073735,531,n/a**,531,.2184288,81659,77760,82222
"Smith County, Kansas",20183,Kansas,.0808081,n/a**,.0808081,.0857864,.0850622,.0984456,n/a*,n/a**,n/a*,.053212,61911,70022,61685
"Lincoln County, Idaho",16063,Idaho,.0807453,n/a**,.0363636,.2162417,.160126,.3248337,n/a*,n/a**,n/a*,.3386916,61361,44899,67676
"Alexandria city, Virginia",51510,Virginia,.0807417,.1201456,.0534111,.0832979,.0274659,.1438388,630,810,525,.4776827,147537,106471,175192
"Keweenaw County, Michigan",26083,Michigan,.0806452,n/a**,.0819672,.0731244,.0745098,.030303,n/a*,n/a**,n/a*,.0322122,70757,77810,70563
"Cooper County, Missouri",29053,Missouri,.0805785,n/a**,.0805785,.0991915,.1031544,.0614781,n/a*,n/a**,n/a*,.1221971,63688,59388,63958
"Bayfield County, Wisconsin",55007,Wisconsin,.0805785,n/a**,.0845411,.0646288,.0559435,.1125712,n/a*,n/a**,n/a*,.1543387,69327,55192,71086
"Inyo County, California",06027,California,.0805009,n/a**,.0633803,.0577611,.0548355,.0626711,n/a*,n/a**,n/a*,.3784836,71376,59362,76472
"Clinton County, Iowa",19045,Iowa,.0800274,n/a**,.0807453,.0373566,.033968,.0720329,661,n/a**,661,.0885971,66565,44377,67985
"Larimer County, Colorado",08069,Colorado,.079977,n/a**,.0792127,.0581688,.0560621,.0677629,611,n/a**,608,.1802583,98731,76965,101962
"Kalkaska County, Michigan",26079,Michigan,.0798548,n/a**,.0798548,.0972729,.0867749,.2682446,n/a*,n/a**,n/a*,.0586864,58863,67197,58416
"El Dorado County, California",06017,California,.0797475,n/a**,.0750261,.0499943,.0335666,.1064397,798,n/a**,798,.2288494,118681,116718,119071
"Bucks County, Pennsylvania",42017,Pennsylvania,.0797252,n/a**,.0796396,.0377993,.0312944,.0702589,544,n/a**,543,.167767,120851,115031,121760
"Marshall County, South Dakota",46091,South Dakota,.079646,n/a**,.0882353,.0799669,.0527632,.2113527,n/a*,n/a**,n/a*,.1701084,76214,47369,79224
"Harney County, Oregon",41025,Oregon,.0791667,n/a**,.0818966,.0585441,.0616613,.0367893,n/a*,n/a**,n/a*,.1296271,59279,38099,61390
"Lincoln County, Nebraska",31111,Nebraska,.0790167,n/a**,.0765806,.0936657,.0834641,.1667447,1313,n/a**,1217,.1227065,74926,55368,77011
"Wells County, Indiana",18179,Indiana,.0790068,n/a**,.079096,.0626895,.0548247,.1958088,631,n/a**,631,.0564778,72066,57526,72652
"Boulder County, Colorado",08013,Colorado,.0789069,n/a**,.0777444,.0537282,.0423286,.0922215,832,n/a**,832,.2286631,125894,98192,131852
"Madison County, Iowa",19121,Iowa,.0787671,n/a**,.0787671,.0332618,.0236236,.2322404,n/a*,n/a**,n/a*,.0467774,87530,48245,89303
"Jackson County, Mississippi",28059,Mississippi,.07876,.0831025,.0787899,.1180764,.0836941,.1892758,649,522,747,.3239029,76123,67546,79657
"Mercer County, North Dakota",38057,North Dakota,.0787402,n/a**,.0787402,.1503182,.1414673,.2434302,n/a*,n/a**,n/a*,.0856771,91827,77937,92711
"Benewah County, Idaho",16009,Idaho,.0786885,n/a**,.0746888,.1141784,.1065135,.1562724,n/a*,n/a**,n/a*,.1536441,56776,44489,58214
"New Haven County, Connecticut",09009,Connecticut,.0786592,.1003135,.0622097,.0586291,.0360712,.0947835,409,429,396,.3846532,94695,69787,107066
"Johnson County, Wyoming",56019,Wyoming,.0786517,n/a**,.0786517,.1302276,.0999349,.454039,n/a*,n/a**,n/a*,.0854248,81359,49491,83862
"Morrill County, Nebraska",31123,Nebraska,.0784314,n/a**,.0784314,.0934863,.0695767,.2009512,n/a*,n/a**,n/a*,.1823886,63698,50343,65711
"Clayton County, Iowa",19043,Iowa,.0782609,n/a**,.0782609,.0587391,.0599222,.0309423,n/a*,n/a**,n/a*,.0407376,65784,56534,66016
"Towner County, North Dakota",38095,North Dakota,.0782609,n/a**,.0724638,.1167883,.0583075,.5629921,n/a*,n/a**,n/a*,.1142086,77897,56718,80035
"Cherokee County, Iowa",19035,Iowa,.0782123,n/a**,.0782123,.0410037,.038469,.0766074,n/a*,n/a**,n/a*,.0661201,73789,93586,72534
"Houghton County, Michigan",26061,Michigan,.0781726,n/a**,.0781726,.0704909,.0670263,.1104856,733,n/a**,733,.0792625,59156,41145,60598
"Boone County, Missouri",29019,Missouri,.078128,n/a**,.0780497,.0714541,.0675131,.0856271,887,n/a**,885,.2111781,77332,55787,82264
"Catron County, New Mexico",35003,New Mexico,.078125,n/a*,.08,.1065644,.08,.2197309,n/a*,n/a*,n/a*,.1908678,50990,71314,47483
"Erie County, New York",36029,New York,.0780835,.1538013,.0634014,.0263898,.0225421,.0379951,450,431,451,.251064,79972,56144,86436
"Dunn County, North Dakota",38025,North Dakota,.0780142,n/a**,.0780142,.1876873,.172471,.2642559,n/a*,n/a**,n/a*,.1654152,106893,87235,110017
"Aleutians West Census Area, Alaska",02016,Alaska,.0779221,.0779221,n/a**,.1752238,.1636808,.178563,n/a*,n/a*,n/a**,.7616708,101964,86979,133787
"Pierce County, Nebraska",31139,Nebraska,.0779221,n/a**,.0782609,.0464189,.0477669,.0114943,n/a*,n/a**,n/a*,.0383539,74485,65276,74668
"Wilkin County, Minnesota",27167,Minnesota,.0778443,n/a**,.0778443,.0230333,.0218894,.1011236,n/a*,n/a**,n/a*,.0182801,77035,27800,77404
"Dixon County, Nebraska",31051,Nebraska,.0778443,n/a**,.0778443,.0593145,.0503688,.1072235,n/a*,n/a**,n/a*,.157545,68200,66580,68372
"Calvert County, Maryland",24009,Maryland,.0778318,n/a**,.0776462,.0491852,.0519442,.0397084,445,n/a**,454,.2184328,126581,85693,136879
"Ouray County, Colorado",08091,Colorado,.0777778,n/a**,.0777778,.0998749,.1026144,.038835,n/a*,n/a**,n/a*,.0429525,89953,58336,91342
"Vernon County, Wisconsin",55123,Wisconsin,.0777643,n/a**,.0777643,.1350345,.1361864,.1044505,1045,n/a**,1045,.0374759,65262,68022,65188
"Ward County, North Dakota",38101,North Dakota,.0776367,n/a**,.0774963,.0728176,.0522359,.1755952,808,n/a**,780,.1783534,85522,80095,86548
"Johnson County, Iowa",19103,Iowa,.0776126,n/a**,.0773061,.0788013,.0660737,.1236414,506,n/a**,501,.2162919,99179,70798,106328
"Daviess County, Missouri",29061,Missouri,.0775194,n/a**,.0775194,.1670577,.1672634,.1612903,n/a*,n/a**,n/a*,.0407474,64421,46932,64678
"Niagara County, New York",36063,New York,.0774891,n/a**,.0717005,.0275398,.0291249,.0185768,565,n/a**,548,.1456456,73374,54713,75931
"Cameron County, Pennsylvania",42023,Pennsylvania,.0774194,n/a**,.0774194,.0314961,.0299429,.0659898,n/a*,n/a**,n/a*,.0427239,51091,22199,52276
"Christian County, Missouri",29043,Missouri,.0773708,n/a**,.0774238,.0920217,.0874376,.1526545,626,n/a**,626,.0666371,78788,67076,79359
"Venango County, Pennsylvania",42121,Pennsylvania,.0772128,n/a**,.0772128,.0608372,.0604865,.0696721,378,n/a**,378,.0419352,63012,57615,63155
"Andrew County, Missouri",29003,Missouri,.0770713,n/a**,.0770713,.0574945,.0571481,.0634921,n/a*,n/a**,n/a*,.0552477,73248,85295,72795
"Worth County, Missouri",29227,Missouri,.0769231,n/a**,.0769231,.0595058,.0603852,.0322581,n/a*,n/a**,n/a*,.0360138,59673,26918,60098
"Dundy County, Nebraska",31057,Nebraska,.0769231,n/a**,n/a*,.151838,.0779537,.6680851,n/a*,n/a**,n/a*,.1238892,54880,42527,55975
"Centre County, Pennsylvania",42027,Pennsylvania,.0769045,n/a**,.0761557,.0817984,.0867563,.0496735,506,n/a**,511,.1456286,82780,65091,84969
